filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,onset_strength,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK18.wav,0.38410189747810364,0.028000812977552414,2961.848791171831,2193.206886723586,5308.501233552632,0.18528287604665072,2.145320177078247,-394.70977783203125,44.448787689208984,-20.426481246948242,27.4216365814209,-3.9597127437591553,1.6145650148391724,-15.040754318237305,-12.771594047546387,-19.94969367980957,-7.86992073059082,-1.8251999616622925,-14.286408424377441,-17.328828811645508,-1.8886662721633911,-7.830721855163574,-2.227910041809082,-10.428668975830078,-10.700102806091309,-5.195854663848877,-4.447670936584473,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK19.wav,0.3949430286884308,0.026175130158662796,2839.2176898491434,2195.0356935424807,5190.494266633064,0.17420389904953917,2.1748762130737305,-386.9774475097656,57.341636657714844,-22.29755973815918,29.841869354248047,-5.897034168243408,1.206647276878357,-14.416023254394531,-14.51480484008789,-20.194704055786133,-9.485689163208008,1.0499757528305054,-16.998762130737305,-17.26762580871582,-0.59361332654953,-6.8511176109313965,-2.193155288696289,-13.0856294631958,-10.511000633239746,-5.831963539123535,-7.253542900085449,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK2.wav,0.37345999479293823,0.01856354996562004,2470.305251831454,2115.6685849255964,4669.4091796875,0.1369205397002551,1.993533968925476,-444.12603759765625,74.58712005615234,-19.567729949951172,24.93175506591797,-2.3409745693206787,0.3777430057525635,-10.503162384033203,-7.664675235748291,-21.824913024902344,-12.55745792388916,-3.202589988708496,-20.34227180480957,-9.353283882141113,-1.9333645105361938,-12.330367088317871,-0.9479954242706299,-10.843704223632812,-11.768651962280273,-2.5160748958587646,-0.6017236709594727,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK20.wav,0.3426487445831299,0.021489962935447693,2264.3339131562193,1798.4533938423692,4117.4976245777025,0.13465062439671815,1.8182990550994873,-433.1473388671875,59.214237213134766,-20.792346954345703,25.484785079956055,0.11265776306390762,-1.6585311889648438,-12.382256507873535,-13.181938171386719,-15.250005722045898,-5.999459266662598,2.4710309505462646,-16.543094635009766,-13.466095924377441,2.74348521232605,-5.596904754638672,-3.196425676345825,-13.473260879516602,-8.022583961486816,-5.163525104522705,-5.113266944885254,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK21.wav,0.34728336334228516,0.021659038960933685,2395.699162798889,1853.9073605723024,4298.58720703125,0.14783203125,1.8520913124084473,-435.7595520019531,49.316062927246094,-16.721229553222656,23.228612899780273,6.169061660766602,-1.0249087810516357,-11.317129135131836,-13.685659408569336,-15.701457023620605,-3.865159273147583,0.13546472787857056,-15.572549819946289,-13.615174293518066,1.4797236919403076,-6.224900722503662,-3.6704514026641846,-11.707365036010742,-6.936070442199707,-5.101476669311523,-2.908374309539795,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK22.wav,0.33223721385002136,0.01911308988928795,2352.27216748901,1745.0150140074807,4178.990843375231,0.14625194591789667,1.55671226978302,-473.3276672363281,48.75233840942383,-18.203908920288086,24.63758087158203,7.4662580490112305,0.670917809009552,-10.277868270874023,-15.350589752197266,-14.740110397338867,-5.263078212738037,-0.18309375643730164,-14.449758529663086,-13.945667266845703,1.4938242435455322,-6.994167804718018,-1.7714053392410278,-7.955137729644775,-8.101716041564941,-4.72241735458374,-2.3156893253326416,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK23.wav,0.28755131363868713,0.014742966741323471,1972.5635086825487,1487.804061258967,3555.6089921431108,0.11971491033380682,1.04538893699646,-523.145263671875,47.37629699707031,-19.186874389648438,21.304893493652344,6.556989669799805,0.66118985414505,-9.242701530456543,-13.65102481842041,-9.308463096618652,-5.138913631439209,2.019364595413208,-12.134735107421875,-12.125273704528809,2.7685928344726562,-5.628293037414551,-1.3978880643844604,-5.568169116973877,-7.476576328277588,-3.329263210296631,-1.724440097808838,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK24.wav,0.3470124304294586,0.018853263929486275,3028.7588417734455,2070.8715872855446,5237.454407473645,0.1856547282881526,1.565991759300232,-476.712890625,14.248361587524414,-6.298923015594482,27.822860717773438,1.181318759918213,2.369382381439209,-14.376754760742188,-5.387251853942871,-10.253826141357422,-6.240484714508057,-4.899558067321777,-11.86388874053955,-11.397821426391602,-0.26884931325912476,-7.018911361694336,-2.46090030670166,-8.463974952697754,-7.772196292877197,-3.3452281951904297,-3.3217852115631104,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK25.wav,0.29061609506607056,0.006356047932058573,2518.868087299291,1885.4690567434675,4632.938114289314,0.14188114289314516,1.1196564435958862,-624.7030639648438,38.86473846435547,-8.240734100341797,21.70462989807129,-0.16061994433403015,4.849044322967529,-5.949395179748535,-4.7345757484436035,-5.267863750457764,-3.8521206378936768,-0.9183944463729858,-10.74578857421875,-11.939953804016113,-1.8301172256469727,-6.879938125610352,-3.709587812423706,-10.260048866271973,-7.0749688148498535,-3.3989107608795166,-2.904486894607544,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK26.wav,0.296627014875412,0.018299086019396782,1975.6748699468176,1553.316558643522,3529.4548483455883,0.11750139508928571,1.655280590057373,-480.3027038574219,52.21359634399414,-15.040987014770508,25.397653579711914,0.6204475164413452,-0.37784457206726074,-10.987574577331543,-8.807992935180664,-11.648765563964844,-7.603100299835205,-1.258003830909729,-13.718409538269043,-11.377769470214844,0.9969676733016968,-8.266155242919922,-2.714160203933716,-9.71884822845459,-9.180651664733887,-4.125504970550537,-3.7219326496124268,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK27.wav,0.24606437981128693,0.010147425346076488,1491.4692151156391,1191.3223651702315,2641.5045751284247,0.08545925192636987,1.1314924955368042,-564.4944458007812,53.69138717651367,-10.894113540649414,19.774192810058594,-1.964538812637329,1.4657511711120605,-7.373282432556152,-5.777957916259766,-9.751617431640625,-4.8170576095581055,0.606525182723999,-12.578695297241211,-7.229907035827637,1.423375129699707,-6.703230857849121,-2.5952606201171875,-7.599598407745361,-6.752551555633545,-3.9325807094573975,-3.151932716369629,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK28.wav,0.3835662603378296,0.015288112685084343,2859.4327563648953,2293.105150876293,5427.381082714406,0.17089405829596413,1.3817579746246338,-501.66668701171875,48.43940353393555,-15.5891695022583,16.754215240478516,-3.6216344833374023,1.2102967500686646,-6.2603535652160645,-7.613990783691406,-8.5820894241333,-6.375443458557129,1.837087631225586,-9.654787063598633,-11.815917015075684,-1.0000361204147339,-5.66106653213501,-4.640844345092773,-7.003334045410156,-7.428760051727295,-7.150659084320068,-1.1805365085601807,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK29.wav,0.3338938057422638,0.0022803787142038345,2729.511216656023,2301.31867812348,5354.330853334407,0.15109536082474226,0.6159944534301758,-722.8737182617188,49.07133865356445,-3.3415911197662354,17.295581817626953,10.427825927734375,8.869771003723145,2.954738140106201,-4.083195209503174,-5.244593143463135,-4.780944347381592,-2.527996301651001,-11.345930099487305,-12.705921173095703,-2.9894087314605713,-5.863741397857666,-9.21533489227295,-6.6649861335754395,-9.31906509399414,-8.263688087463379,-1.5000063180923462,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK3.wav,0.3871045708656311,0.022051924839615822,2738.0237449681176,2198.879748421433,5048.905892721036,0.16039919969512195,2.240891695022583,-407.6634521484375,60.50027084350586,-11.062006950378418,31.861928939819336,3.420684576034546,-1.0397357940673828,-19.49788475036621,-6.0862908363342285,-23.97876739501953,-9.139055252075195,-5.0020670890808105,-27.044336318969727,-10.257864952087402,1.0893999338150024,-11.15152645111084,-1.940373420715332,-11.99614143371582,-7.605945587158203,-3.1846001148223877,-5.743664741516113,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK30.wav,0.35856497287750244,0.022739563137292862,2799.215975172561,2057.071915756334,4948.924097521552,0.17748013200431034,1.9411940574645996,-424.24896240234375,48.06924819946289,-16.26812171936035,22.229270935058594,0.7208774089813232,7.90239953994751,-12.867467880249023,-12.852225303649902,-12.592761993408203,-4.02795934677124,0.31444886326789856,-13.85704517364502,-13.808302879333496,-0.9070316553115845,-8.12331771850586,-2.284637928009033,-8.27817153930664,-5.484323024749756,-6.785280227661133,-3.4520423412323,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK31.wav,0.28986531496047974,0.012526009231805801,2012.5746374549058,1647.2165506188583,3774.8809344951924,0.11700220352564103,1.3508390188217163,-509.0067443847656,52.689273834228516,-14.220775604248047,19.918842315673828,3.4043030738830566,6.384665489196777,-8.656922340393066,-11.512691497802734,-7.80388069152832,-4.764908313751221,0.2629081904888153,-9.509136199951172,-11.15920352935791,-0.5542162656784058,-5.687353610992432,-2.032627582550049,-6.8552632331848145,-4.9285078048706055,-7.866640567779541,-2.290748119354248,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK32.wav,0.20084527134895325,0.0020578333642333746,1296.4881562008666,1180.8281188668145,2589.1433715820312,0.0675506591796875,0.4711984694004059,-760.286865234375,37.10544967651367,-5.758059024810791,12.540509223937988,6.188684940338135,6.11947774887085,-1.2754138708114624,-4.462687969207764,-1.8531765937805176,-3.135540008544922,-0.4083656966686249,-7.030241012573242,-6.856581211090088,-0.6816415786743164,-2.8626108169555664,-4.273385524749756,-3.2642600536346436,-3.620742082595825,-3.9551470279693604,-0.6723888516426086,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK33.wav,0.23556232452392578,0.010026579722762108,1606.7229853459164,1298.393953566022,3035.4505750868057,0.08983772183641975,0.9807352423667908,-571.230712890625,24.77189064025879,-7.674988746643066,18.202489852905273,3.850482702255249,-0.2814231216907501,-7.759808540344238,-4.891031742095947,-6.065569877624512,-4.923925399780273,-1.6980072259902954,-7.17253303527832,-6.915470600128174,-1.1614807844161987,-3.8924572467803955,-2.091379165649414,-4.685427188873291,-2.9067606925964355,-2.703972578048706,-1.8387070894241333,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK34.wav,0.4009687602519989,0.024817947298288345,2912.230989021671,2237.2000368134577,5229.216888071498,0.17396301982003892,2.0885422229766846,-403.01007080078125,53.50029754638672,-19.363630294799805,29.524660110473633,2.139249563217163,0.9558661580085754,-15.163984298706055,-11.47429370880127,-11.292916297912598,-6.200324535369873,-1.6133508682250977,-19.569393157958984,-15.083457946777344,1.1144229173660278,-6.919559955596924,-3.2014176845550537,-11.725833892822266,-8.979390144348145,-4.743857383728027,-4.404305934906006,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK35.wav,0.34015053510665894,0.015021020546555519,2227.7316042461316,1874.0515684225732,4166.9508713942305,0.11942143143315018,1.5746937990188599,-481.25732421875,56.38749694824219,-15.185070991516113,24.078479766845703,6.566131591796875,1.0566933155059814,-8.801507949829102,-9.335676193237305,-10.790750503540039,-4.919638156890869,-1.3028548955917358,-15.528026580810547,-12.408056259155273,0.7880014181137085,-5.713943958282471,-3.2942872047424316,-8.660284996032715,-8.031745910644531,-5.087407112121582,-2.6359024047851562,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK36.wav,0.29842817783355713,0.00837786216288805,1939.6317784883615,1747.9335773740177,3758.1241813248503,0.09205709674401198,1.026724934577942,-598.8701171875,51.57489776611328,-5.319394588470459,16.37382698059082,10.196845054626465,2.4818053245544434,-0.9823375344276428,-3.687790870666504,-10.78233814239502,-3.50221848487854,-1.9354320764541626,-11.629557609558105,-9.148270606994629,-3.000854730606079,-5.813152313232422,-3.8866472244262695,-6.026541233062744,-6.112288475036621,-5.612331867218018,-1.44150972366333,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK37.wav,0.28766411542892456,0.012773267924785614,1819.1590944143752,1501.7127477122424,3429.407293146307,0.10616566051136364,1.4334827661514282,-538.3741455078125,43.24357223510742,-11.895681381225586,18.31934356689453,-2.1875743865966797,-0.9911643266677856,-7.428585529327393,-4.173530578613281,-8.354957580566406,-6.265705108642578,0.9173855781555176,-13.065510749816895,-9.19162654876709,1.6189631223678589,-5.661440372467041,-2.7333295345306396,-6.3094305992126465,-6.311822891235352,-1.1013245582580566,-3.6854820251464844,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK38.wav,0.38229936361312866,0.025247370824217796,2879.063316024991,2196.87199074475,5130.308168802301,0.17498447306485357,2.0552170276641846,-407.2171936035156,50.45448303222656,-23.339963912963867,29.364898681640625,7.142129898071289,2.9267642498016357,-16.400218963623047,-16.14012336730957,-19.02692413330078,-6.585160732269287,-3.347074031829834,-15.9633150100708,-14.040639877319336,-0.21909430623054504,-8.67857837677002,-4.236520290374756,-5.516430377960205,-9.064711570739746,-4.512518882751465,-2.3355462551116943,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK39.wav,0.38059285283088684,0.02381308190524578,2987.507172142778,2223.497420516195,5345.2774671816915,0.1804643935873606,1.809941291809082,-429.8660583496094,38.392822265625,-15.704811096191406,36.191741943359375,4.862732410430908,2.0292184352874756,-15.169161796569824,-14.203691482543945,-14.632518768310547,-7.045164108276367,-4.478155136108398,-14.456174850463867,-15.475727081298828,-2.2856667041778564,-7.036196231842041,-3.7303874492645264,-8.027485847473145,-9.481855392456055,-4.336554527282715,-1.4994240999221802,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK4.wav,0.38451915979385376,0.021799907088279724,2769.6644291347648,2218.3404277208706,5077.5487839366515,0.16002147553733032,2.0953121185302734,-416.4107666015625,56.705467224121094,-8.897920608520508,37.475074768066406,9.060284614562988,-0.35835209488868713,-20.815284729003906,-5.775962829589844,-22.43510627746582,-10.021554946899414,-3.8313286304473877,-25.929332733154297,-11.251798629760742,1.365339994430542,-9.75112247467041,0.3296985328197479,-13.812464714050293,-7.4191131591796875,-2.4615113735198975,-8.962194442749023,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK40.wav,0.3858015239238739,0.02288881316781044,2989.114431980847,2233.9365462497867,5464.733249038013,0.17869818388526118,1.7305964231491089,-433.4264831542969,45.788883209228516,-15.648975372314453,39.73503112792969,-4.1879777908325195,-1.2057838439941406,-10.448877334594727,-13.179693222045898,-10.072216033935547,-7.51884651184082,-1.067352294921875,-13.41128158569336,-16.38862419128418,-1.1402537822723389,-7.110167026519775,-3.053280830383301,-10.30549430847168,-9.293606758117676,-5.983780384063721,-2.8585286140441895,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK41.wav,0.40571215748786926,0.020214643329381943,2754.238457770046,2127.1515846984043,5080.952111998601,0.16482589493936567,1.492401123046875,-452.2235107421875,57.73038101196289,-19.67059898376465,25.12241554260254,-2.338502883911133,-1.3648550510406494,-8.326844215393066,-13.374085426330566,-11.291261672973633,-7.14779806137085,-0.894963264465332,-11.876182556152344,-14.382872581481934,2.194072723388672,-5.321620464324951,-4.122546672821045,-6.947474956512451,-7.3304595947265625,-6.788777828216553,-2.0626890659332275,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK42.wav,0.4104234576225281,0.021205352619290352,2870.893086822396,2243.3001958819827,5317.344405011433,0.17499325139735772,1.4083917140960693,-426.3018798828125,39.102970123291016,-13.367042541503906,17.38163185119629,5.001368522644043,2.671565055847168,-10.996816635131836,-14.762771606445312,-14.071085929870605,-5.848814487457275,-4.2725138664245605,-11.293082237243652,-13.390458106994629,-0.6791077852249146,-2.0954787731170654,-3.0336122512817383,-4.273116111755371,-4.91595983505249,-4.320554733276367,-1.4687269926071167,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK43.wav,0.3981519639492035,0.03286489471793175,2689.670224426457,2134.04617454344,4979.836554276316,0.17382241410818713,2.217038154602051,-332.5018005371094,64.63729858398438,-21.06696891784668,25.402568817138672,-4.954748153686523,5.69875955581665,-13.215170860290527,-19.07032585144043,-19.165428161621094,-8.525092124938965,-0.6566002368927002,-16.188899993896484,-20.161771774291992,-3.446037769317627,-4.871387958526611,-3.9357919692993164,-5.157571792602539,-8.106157302856445,-5.240037441253662,-0.7568073868751526,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK44.wav,0.40449872612953186,0.024607904255390167,2623.021754570289,2049.829285833618,4740.326891447368,0.16341431377923976,2.196476459503174,-384.0853576660156,72.87972259521484,-23.792877197265625,38.1162109375,0.02743583731353283,2.812570571899414,-15.98856258392334,-10.513545989990234,-14.059206008911133,-7.701577186584473,-1.633232593536377,-17.803770065307617,-17.81302833557129,0.7267580032348633,-7.287224292755127,-4.591986179351807,-5.763985633850098,-8.705533981323242,-5.276345729827881,-1.2443034648895264,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK45.wav,0.37696704268455505,0.023051388561725616,2966.059056395108,2267.664717023562,5399.747012077121,0.1737206135321101,1.7965415716171265,-438.433349609375,42.11635971069336,-13.453360557556152,40.09117889404297,8.944828033447266,0.09503635764122009,-19.011131286621094,-8.00676155090332,-11.82071304321289,-5.747986793518066,-3.708003282546997,-18.518606185913086,-16.207393646240234,1.1597232818603516,-5.300387382507324,-3.6242380142211914,-8.014774322509766,-8.29804515838623,-1.711588740348816,-4.652926921844482,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK46.wav,0.27311450242996216,0.01882515661418438,2194.1315622958637,1700.8831862965508,4050.910832331731,0.12557800814636752,1.3261418342590332,-498.3057861328125,29.162569046020508,-8.264001846313477,28.876060485839844,3.9928550720214844,-1.332015037536621,-14.558564186096191,-6.011648654937744,-8.748591423034668,-4.307651519775391,-2.322427272796631,-14.354212760925293,-12.29330825805664,0.16401685774326324,-4.648409843444824,-3.0248422622680664,-8.017110824584961,-6.267904758453369,-0.2467808574438095,-4.5890069007873535,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK47.wav,0.16654209792613983,0.00420082313939929,1134.7103579341378,931.9272937439388,2090.4095818014707,0.0572198606004902,0.5117717981338501,-693.2737426757812,20.90424919128418,-2.7622313499450684,20.171377182006836,4.638038635253906,-1.4652693271636963,-5.038754940032959,-1.076068639755249,-3.396879196166992,-0.7652735710144043,-2.501556634902954,-7.782824993133545,-5.762197971343994,0.30401134490966797,-2.951359987258911,-2.5806100368499756,-5.630100250244141,-2.7520697116851807,0.6725004315376282,-3.712827444076538,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK48.wav,0.23691269755363464,0.01181380171328783,1693.2559226773124,1365.423040226966,3191.7564574611242,0.09664464339114832,0.9493335485458374,-558.8355102539062,31.45940399169922,-8.261630058288574,13.291803359985352,-6.044118404388428,0.9311527609825134,-4.987273693084717,-4.149784564971924,-6.83203125,-5.30540657043457,0.31689345836639404,-6.758706092834473,-9.016108512878418,0.4944535493850708,-3.021627426147461,-2.515702962875366,-3.9700210094451904,-4.6181254386901855,-2.110689640045166,-2.1433563232421875,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK49.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK5.wav,0.3806098401546478,0.02560935914516449,2646.432301982007,2032.1658195434288,4700.824908088235,0.1548828125,2.581359624862671,-357.18609619140625,68.399658203125,-22.924238204956055,51.95489501953125,7.852581977844238,-2.8084728717803955,-18.35485076904297,-8.04731273651123,-19.268667221069336,-10.94827938079834,-4.330538272857666,-24.640825271606445,-17.353660583496094,0.9429687261581421,-9.92292594909668,4.1026458740234375,-14.602890968322754,-11.395042419433594,-1.0521360635757446,-9.694191932678223,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK50.wav,0.3775777816772461,0.024887699633836746,3182.104353961917,2378.548137550852,5723.269911943856,0.19323523569915255,1.8196979761123657,-419.2035827636719,33.40914535522461,-13.209619522094727,33.33366394042969,2.1807613372802734,-0.6019996404647827,-15.58745002746582,-8.06710147857666,-10.1555757522583,-8.982121467590332,-3.380645275115967,-15.457731246948242,-15.51199722290039,1.9745951890945435,-6.5820746421813965,-2.0796468257904053,-11.59093189239502,-10.232893943786621,-2.503918170928955,-4.856078147888184,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK51.wav,0.38500529527664185,0.022795842960476875,3063.4412464850707,2250.8240646119343,5501.7333984375,0.1907423588267544,2.0075576305389404,-424.248291015625,43.40425109863281,-13.363967895507812,35.3192253112793,-6.245778560638428,2.8176615238189697,-14.253274917602539,-11.514294624328613,-11.85541820526123,-7.087911605834961,-2.1146130561828613,-17.614112854003906,-18.194358825683594,2.9248805046081543,-5.206638813018799,-2.183471918106079,-12.333457946777344,-10.40015697479248,-2.3578286170959473,-4.537107467651367,0
.\chunked_audio_files_sober\Quicksortin4minutesCHUNK52.wav,0.2911428213119507,0.016623605042696,2272.375012464856,1645.018635486037,4042.703599196214,0.13752863957331732,1.3941333293914795,-489.1501770019531,44.21402359008789,-11.597428321838379,23.001150131225586,-8.313909530639648,0.467414528131485,-9.652048110961914,-7.3256611824035645,-9.603575706481934,-6.1010541915893555,0.809157133102417,-12.159185409545898,-13.606690406799316,3.457761287689209,-5.064331531524658,-1.283958911895752,-9.804940223693848,-7.549519062042236,-1.5130460262298584,-3.915109872817993,0
